product_title,star_rating,verified_purchase,review_headline,review_body,review_date
"GE MSWF, MSWFDS, 101820-A, 101820A, 101821B, WR02X12345, WR02X12801 Compatible Water Filter 2 Pack",5,Y,Work great and big savings over the appliance companies.,"Took a chance on these because they were half the price of the GE brand filters I normally buy. I supply a filters for my own home as well as a rental property I own, so I was very interested in finding a way to save some money them.<br /><br />My filters (for my house...haven't had to replace the rental home's yet) arrived promptly with no problem and it works perfectly. No issues with fit and the water flow is great. The water tastes fine, just like normal, as well.<br /><br />I plan to buy these replacement filters for my rental property in the future.",12/10/13
General Electric GENERAL ELECTRIC WD28X10177 SILVERWARE BASKET,5,Y,Perfect for Whirlpool washer....,"Worked perfectly in our Whirlpool washer.  Made sure to measure before hand, but its twice the size of our old one.  So it keeps food particles from sticking to the silverware because they're not stack on top of each other!",12/9/13
Generic Mini USB Fridge (RED),3,Y,Decent Product,"I like the product. I used to use it often. However, I don't notice that the 'cold' temperature is working. The 'hot' one is, as my sodas have often sat in the heat of the so-called fridge.",12/9/13
GE PYE23PSDSS Profile 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,5,Y,Whole family is enjoying the product.,Great for a counter depth product.  Shows fingerprints but no worse than most stainless steel and very easy to clean.  Water dispenser drips a little the first day but then stops as their documentation states.  Loaded family pics on the screen.  Does not make a ton of ice but can store extra ice in the small freezer drawer for back up use.  Very easy to see what we have.  Freezer stored more than expected for counterdepth refrig.,12/9/13
GE MWF Refrigerator Water Filter Replacement SGF-G9 3-Pack by Swift Green Filters,5,Y,Great!,"Replacements fit perfectly, water and ice taste good. The cost was a little less than the original filters from GE.",12/8/13
GE CYE23TSDSS Cafe 23.1 Cu. Ft. Stainless Steel Counter Depth French Door Refrigerator - Energy Star,5,Y,Great fridge,"We're very pleased with the GE fridge.  It's counter depth. Sure, it's not huge but no counter depth will be.  We have a &#34;beer&#34; fridge in the garage, though so far we haven't really needed it for overflow.  The features of hot water and other settings are nice.  I do wish you could adjust the alarm so that it would go off sooner.  And the doors don't close without intention, unlike our old fridge, so the doors are often left open when I was sure I'd given the nudge to close.  The warranty coverage is great too.  My favorite detail, made in the USA.",12/7/13
"GE Cafe CGS990SETSS 30"" Freestanding Gas Range with 5 Sealed Burners, Convection Self-Clean Double Oven and Griddle, in Stainless Steel",5,Y,Love the double ovens and burners!,We did a lot of research and this was a great purchase!  No problem fitting a 22 lb turkey in the bottom oven for Thanksgiving!!,12/7/13
"GE Cafe CDWT280VSS Fully Integrated Dishwasher 14-Place Settings, Fan Assist Dry, Hard Food Dispos",2,Y,Wet dishes and snail trail of hard water stains below detergent dispensing trap door.,It does not have a vent for steam to go away meaning there will always be water left after the &#34;drying&#34; cycle. Always leave a snail trail of hard-water stain on the bottom of the detergent dispensing trap door.,12/6/13
GE REFRIGERATOR WATER LINE TUBE CONNECTOR 5/16X5/16 WR02X11330,3,Y,Connection not so tight; got leaking at first.,"At first, I just cut tube and connect; thought as easy as like that.  However, when I got water running, it started leaking and disconnected.  I had to reconnect firmly and sealed with plumber tape and others to make it stay.  Hopefully it'll stay long.",12/6/13
"GE PHP900SMSS Profile 30"" Stainless Steel Electric Induction Cooktop",5,Y,Would by again,This is an unbelievable cook top.  It can boil a dutch oven full of cool water in under two minutes and has an extremely consistent simmer.  Glad I invested the money.,12/6/13
"GE Cafe CGS990SETSS 30"" Freestanding Gas Range with 5 Sealed Burners, Convection Self-Clean Double Oven and Griddle, in Stainless Steel",5,Y,"Beautiful range, works flawlessly thus far!!","I have had this burner for 1 month and I love it.  I am not a big fan of GE appliance because i always thought they made inferior home appliance.  Boy was i wrong with his range.  The range looks beautiful in my kitchen and so far it works flawlessly.  All the burners serves it purpose.  I love the 20,000 BTU burner because is boiling or heats up pots super fast.  I highly recommend this range for anyone who wants to beautify their kitchen looks.  Great product and would highly recommend at this time.,",12/5/13
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",5,Y,Return your humidifier to new shape or use to convert Aprilaire 400 to 600.,"I actually used this to convert a 400 series to a 600 series. I had originally put in the 400 because I liked that it conserved water, although because I have a heat pump I knew the efficiency would be greatly reduced. But I figured I'd give it a try. In the end, it was just a little too inefficient for me to tolerate. It can't quite keep up on extra dry winter days when the heat pump runs all day, so the humidity keeps gradually dropping and won't stay above 30% no matter how high I set the humidistat. We'll see how it works in 600 mode.<br />Anyways, I got this from the seller &#34;Filters-Now&#34;, and all the parts I needed were included. For annual maintenance, it really seems like overkill to replace all these parts, frankly, but it does pretty much return your humidifier to brand new condition.<br /><br />For anyone else who wants to try to convert an Aprilaire 400 humidifier to an Aprilaire 600 humidifier, know that this kit will do the trick. All you need to do is pull out the old water panel holder, then unscrew and remove the magnetic base component of the water level sensor assembly along with the white wires. Then rewire in the 24V power to the two yellow wires that runs the solenoid valve and you're set!",12/4/13
"Genuine Replacement Part # 691366 Clothes Dryer Idler Pulley for Whirlpool Kenmore Roper Maytag KitchenAid Brand Dryers - Can Replace Old Part #'s 239477, 337116, 337407, 33-7407, 337510, 33-7510, 3388345, 338946, 3394332, 347034",4,Y,good price quick delivery,Good replacement part at a very good price.  Exact fit for my Kenmore.  Make sure you have everything aligned properly before putting the dryer case back together.,12/4/13
GE Part Number WR17X10745 GRILL RECESS BK,5,Y,Huge money saver!  Fabulous.  Perfect.,"Thrilled!  I like this better than the silver one (painted with a chrome colored shiny paint), and it was WAAAAAAY cheaper.  Thank you, thank you.",12/3/13
"GE JP256BMBB CleanDesign 22"" Black Electric Smoothtop Cooktop",1,Y,"Arrived Broken, replacement parts for this specialty cooktop are EXPENSIVE","The stove top arrived with two (both) broken burners.  I was doing an apartment kitchen remodel that ultimately took me 5-months to start and complete.  I had to wait for my tenant to move out, then I began the remodel.  When it arrived, I opened and inspected it, looked fine...packaged it back up for 5-months until the new kitchen and counters were in and ready for the cooktop install.  Once installed, the small burner did nothing, and the big burner heated and turned red, but was visibly crooked, and clearly not right.<br /><br />I removed it, open the back cover and saw that both heating elements were ruined during transit.  The clay insulator ring of the small burner was destroyed, had to buy a brand new replacement burner for $155!  The large burner was damaged, but I could piece it back together and get it aligned properly so it would work.  That replacement part was over $200...<br /><br />Unfortunately, I had waited so long to do the install, It was kind of past the timeframe that I could ask for an adjustment, so I just bit the bullet on this one.",12/3/13
